Customer ID: 00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 32.0 years.
Customer ID: 080fd685ffa6047b87beb2bc591d06fdcea563848ec2bdf10dee1094b0abf318, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 44.0 years.
Customer ID: 0814a0dcfa6eca9f99093b85cbd6a039919577cb85e9f0a6ebfb6058939571c5, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 081cf27104fa174700b55525654f551c21ea43b7f41c1d04a762e8e4b9e8a1a9, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 28.0 years.
Customer ID: 08221b5c97f1802dde6eef8bd6b0d40b47ef07fc5e73763cbf384bfaef60dad0, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 51.0 years.
Customer ID: 082be29fac9f2b1eaa0e70166436a83a507bb288a006049d1961d9923254494e, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 51.0 years.
Customer ID: 082caf669f6e20aa60548e8e781c96a7344483444ef29327676ca24440917623, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 29.0 years.
Customer ID: 0840c0b6a0180c71291f562271d77c1a7bc0e06070afbb8ce87a41b0f93447e7, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 66.0 years.
Customer ID: 0843d9fb6e4f3befa53ff3a8447b902b9f75bfa955a0f9ad8b9cd106d9dbd934, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 0849f9bb66e8d4695a790cd2170068ab4e0ed74e44dd26095fa558e2473c6495, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 49.0 years.
Customer ID: 084cf84a3e0161a9249286b5a81f119cb8042dd183e06d46fad2cf27f4d6c1ca, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 08519dc5924824ca78ad845bcb7f29b16c280885cb00f277b72e9847bb70b218, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 59.0 years.
Customer ID: 085b8cdf4101b203cb49898f3ef927cf8e9295192e574f1b6e2273dc7bfed6b6, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 22.0 years.
Customer ID: 0861afefda0a15fa68a30009cc089b0525840149642f403d10db64421d8478fd, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 24.0 years.
Customer ID: 0864c58e052b243273d2ab33df294f8e03e9299f84a925f88bb39aff84e39ee8, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 51.0 years.
Customer ID: 0875f7ebd30c39bd353aff589e4044a273fbb92bdd1eaefe01fc7f23c5a561d4, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 40.0 years.
Customer ID: 0879ff001414c84ccf99281c05a532bd2ee3936b679488da0de88a61cb35c1d5, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 43.0 years.
Customer ID: 08806f5a332f72086ff97a1ad05008957797b83f5033b99728312b9cfaa34b8e, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 32.0 years.
Customer ID: 08834cc37fb79321ba4c7adf643d452faa7d287694a048879ed5a616b76e318a, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 30.0 years.
Customer ID: 08886a73cfffd8e49e35b14b7857b5a8f298c7123fe09bb2f99ab5dd635c24c5, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 65.0 years.
Customer ID: 088d6cefbf2f80cbd77073d31c1e1c16428dbee7c92a47c241c48acd87069e7d, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 34.0 years.
Customer ID: 088f83aa6a75012411a60f02a4a9193a2c77b07000423cead93d9a7eff3dd3a8, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 0893ac2d03db752369de29889cc31adbd856952fd981c1c0fba18f236bdb1ed9, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 40.0 years.
Customer ID: 0893ad45841b8e6e4b2c9c67d6ac98e58c69cebcf219c4e2aedfacabd0b24783, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 46.0 years.
Customer ID: 08a4461b39fc5a7679cf50aed6f8bb69cf8affeb686e0009d30c6296d86131b2, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 21.0 years.
Customer ID: 08a465ab1fc16b517543dc5bffda8f30344018408f28ca2a72b2b980547bf87b, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 23.0 years.
Customer ID: 08a68e694e8471bfea69afc29b7ef882b699317dbad18be57eb7c5d19a677242, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 20.0 years.
Customer ID: 08b3ba44169ddc27eb19753a9afd78ddcef298b0e421d38b296dff8fcf9b06f8, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 49.0 years.
Customer ID: 08b803b33953910b012dcd5589a432b8d9c241c118da360908be04deacd79471, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 27.0 years.
Customer ID: 08c2198f987453e8432c230af2260838ba369c980e7d0dcd563db86bc739f5d2, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 53.0 years.
Customer ID: 08c2ce979fad01b579c5a648c37d0bdf1164c1ba2c29a7dd901d99f563407b84, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 50.0 years.
Customer ID: 08cd4e749ffa2b091c3e77d1508fb5b46c6ef0ba5ca63970f0162d2917e997bf, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 35.0 years.
Customer ID: 08d34196c0d3838ab70571dde8ed2e191b90fc5a492ecb06332f24b398c49034, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 50.0 years.
Customer ID: 08d5c6f7f8b3583393e8551cf5443132468a0b482c38e6b26996172a722426cb, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 26.0 years.
Customer ID: 08d74a19d684a38b549007f9f0f37721781d1fe001a1ebf88e1286136787617e, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 08d9e901566cc6c178118acb035686c37251942329455164e6484ff7b5f47606, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 24.0 years.
Customer ID: 08dc704fc579b154838922bc9b3a7e34a7da76ee7ed82c21969532b5972b3241, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 26.0 years.
Customer ID: 08ddd7be3e60252d2cba9dd55297a6ad0bdc1f4e244a16a8ebf61b73c56557c5, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 49.0 years.
Customer ID: 08e5a409b104a26b85ed957286de5bc3ff21aea5e12f6c6ea3f1af6f3e9c3f14, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 24.0 years.
Customer ID: 08e5ec1f652c85fc59be204b60f262b6d1f45e4ce11872090061c8b7815eb32f, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 56.0 years.
Customer ID: 08f364834f28e1e9ea2135e0d65c80c4e3bd2c1132e1be0eac2dc71f0ea3d690, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 40.0 years.
Customer ID: 08f60b0c07fc14fffc8983aec045c80ede7a419793046375a7ef75b6a18afdf0, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 20.0 years.
Customer ID: 08fad9d33abbe48e9c1208bd723819c3bd7a3b9b3d55928dbec0866dd603878e, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 08fc8fe60d90f7edb0fd9379b552c80298bac94b67ad9c95e08cab18042a99b1, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 41.0 years.
Customer ID: 0904fe35649db0cdccf0461834bf950cc9451cc5a6813faf5a6998d33868368e, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 23.0 years.
Customer ID: 09075de893fe19d63fff1590da9c53dbb04462569610ed9e49c0ce1e0caeda96, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 20.0 years.
Customer ID: 090ac65ad7e08f3c38bbda53d3524d6cb34e07d2072c5b0ac9ce5a17215ac6fd, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 53.0 years.
Customer ID: 090d64e1a38b1732c5464a1e67bdc2b77a73075bc3c4274d54bc30ced6a75481, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 23.0 years.
Customer ID: 091510ff88e01cc3fb0ccc521815928ff966dec16cc9863038119b05d1838cfa, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 23.0 years.
Customer ID: 09265f84d3413a7141de0abe7a5ddc5bacc5c5d073219ff3ef4b003242050088, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 48.0 years.
Customer ID: 0942b84e4d9375e47bb506553f8f2b51d01ebda3c6b85598210f2908f6ebeb6c, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 0960d621697ca8d22e8d1e943894cd19878b01bbca6407c7f9bbd830821c8bb2, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 096c49905e2f1b7be6b1457ad13cc37498446659da9252c28957b65316c4a78d, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 40.0 years.
Customer ID: 09744834e18b2e27d0411455b351d275c30b607fee3520d84b63c42debce8e6e, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 29.0 years.
Customer ID: 097bb656033bbd015b1d10404284073cd63346a2c779af9530cb52ab0e3c10a1, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 098698fcb57f04a4f56ea038fcedbb660c44947e5484fe3dee8048949d4c86a8, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 45.0 years.
Customer ID: 09941f34675d187b9a321d5198f402581f9bc7b2d497b84ba7cb17c331132f0e, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 24.0 years.
Customer ID: 09bca14258b7e9b9ee968adffe54d45c1e370e8ed79a228cb36d37a9718cefa7, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 44.0 years.
Customer ID: 09beaae79c084a77a139c271e14f6e977d2925909ca70e28611db9b03012c767, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 53.0 years.
Customer ID: 09c86aa5236d49033825fb902f72b10bc12fd8d20df0b911b59ebc3544eb31c2, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 44.0 years.
Customer ID: 09cfac7236d4f661fb1ae7b69a04570d7706395ce8db582b729440f70adcabcb, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: , Age: 72.0 years.
Customer ID: 09d22218fa51c2b868b933d0f4580e26161388f52daea983b77b875d02863c61, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 57.0 years.
Customer ID: 09d32e749a933eb1991b2c74b6d6e0fcec1d186e6809deefa663ec14dda16248, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 19.0 years.
Customer ID: 09d8207696c1a76af2eb8fc1b1b84c3b8ca4bcbdcdbaafe0f4f16aae525d8c9c, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 25.0 years.
Customer ID: 09e64be15c8aaf54f8979de0626dd3e02f425aeac11d53afeeeb4ca00dbff7f8, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 23.0 years.
Customer ID: 09e679a1e2a388cff8ce03ddf00dc69a4352b68a5240c90c8780981016687b2f, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 19.0 years.
Customer ID: 09ea4d2734b06097b3949c99bde7447336c6f40c1dfb3000bd8434abd7f929bb, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 20.0 years.
Customer ID: 09fa6091bfc3e248f802862594732c509e6554311b3b76a03b548bb565940b32, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 31.0 years.
Customer ID: 09fd6b9eff09d6437ffee8c15a23debf7e04b004904df885094c72d48bc01cd0, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 43.0 years.
Customer ID: 0a037d44d2d75699817b9f3792a93e99bd56ab7e5485d629be271745fe4ec059, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 41.0 years.
Customer ID: 0a0463411e5d61ebc6965aef2e89917dc6dcb33b5e043c93602f8642d312d09d, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 19.0 years.
Customer ID: 0a094c0fa049b78d047c0f5de572ba89e4b6828840386fd16677d7bf85d1fa4e, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 64.0 years.
Customer ID: 0a111f5882ba8402518b780e00fff45e478f70e41d4a841f6dc1cccc35750aaa, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 22.0 years.
Customer ID: 0a16a3c8c96d17ca6c6d2c53dc06166140ce97b864dde60328d169e38d6fd453, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 41.0 years.
Customer ID: 0a17e8f168ceb893e5431585f0cdb00e93e25c19426bd5f7be863f46ede835f1, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 71.0 years.
Customer ID: 0a1c0fd5b3ac76f84c5702e4ad6976d0fa4b386ff9e6f7d06be3ad86f5854972, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 75.0 years.
Customer ID: 0a27491e052956c71218af6a604fa1f578ffd0c2e59a9d81078da607171ec274, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 0a2935f4817c66ac9eda0b930034027b4b8ac03603ec24fa11cb9e23870f4c46, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 54.0 years.
Customer ID: 0a33eae9eeef93a613fdaa03cc00baf90b559ccaf1d91e7036d2e0ca470f968c, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 20.0 years.
Customer ID: 0a41bda492649a5356e4d35560b0972c8bca6ecd9158d27a8074657333eaa323, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 24.0 years.
Customer ID: 0a45168a9fdde35557e23ab2663ffbd0d565ac380ece7a3b09e7680c2a0f94be, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 33.0 years.
Customer ID: 0a501f0923a283d8868a58f1262a6965b1cefcbb47dd5593bc16cf170732b7e5, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 39.0 years.
Customer ID: 0a5199de325a3b8f0d5c49fc84bcda6503b08da96bf20a2337f052af01ac91da, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 48.0 years.
